h_name,address,city,district,state,lat,lng
"Rastrothana Parishath Blood Bank, Bangalore","Rashtrothana Blood Bank, No 93 /2, Kempegowda nagar, Keshava Silpa",Bangalore,Bangalore,Karnataka,12.95468,77.5654178
"K. R. Hospital, Blood Bank",Sayyaji Rao Road,Mysore,Mysore,Karnataka,12.3125416,76.649595
"District Hospital, Blood Bank",NA,Raichur,Raichur,Karnataka,16.211261,77.35088
"District Hospital, Blood Bank",NA,Madikeri,Kodagu,Karnataka,12.4244205,75.7381856
Sharada Dhanvantari Charitabable Hospital Blood Bank,NA,Chikkamagaluru,Sringeri,Karnataka,13.4289482,75.2542866
"General Hospital, Blood Bank",NA,Puttur,Dakshina Kannada,Karnataka,12.7607063,75.1989484
Davangere Blood Bank,"Mahaveera Complex, II Floor, Behind Mothi Verappa College, 8th Main, 8th Cross, P.J.Extension",Davangere,Davangere,Karnataka,14.4587519,75.9143988
Pandit General Hospital Blood Bank,NA,Karwar,Uttara Kannada,Karnataka,14.6154546,74.8300032
Khaja Banda Nawaz Teaching and General Hospital,"Khaja Nagri, Station Main Road",Gulbarga,Gulbarga,Karnataka,17.326047,76.8338151
Pandit General Hospital,Mangalore,Uttara Kannada,Uttara Kannada,Karnataka,14.6154546,74.8300032
Sapthagiri Hospital Blood Bank,"No.15, Chikkasandra, Hesaraghatta Main Road",Bangalore,Bangalore,Karnataka,13.0706389,77.5024795
Kerala State Co-operative Hospital Complex and Centre for Advanced Medical Services Ltd.,No 4386,Pariyaram,Kannur,Kerala,12.0731501,75.291653
Cannannore Co-Op Hospital Society,Talap,Kannur,Kannur,Kerala,11.8851516,75.3730455
Tellichery Co-Op Hospital,NA,Thalassery,Kannur,Kerala,11.7639271,75.4796375
The Payyannur Co-operative Hospital Society Ltd.,No.C.1487 South Bazar,Payyannur,Kannur,Kerala,12.1060209,75.2100101
Badagara sahakarana Asupathri Ltd.,NA,Vatakara,Kozhikode,Kerala,11.5895026,75.5953424
Kozhikode District Co - Operative Hospital,Eranhipalam,Eranhipalam,Kozhikode,Kerala,11.2769449,75.7849829
District Hospital,NA,Alappuzha,Alappuzha,Kerala,9.4907121,76.3402018
"Medical College Hospital Blood Bank, Alappuzha (T D Medical College",Vandanam,Vandanam,Alappuzha,Kerala,9.4081174,76.347421
General Hospital,NA,Ernakulam,Ernakulam,Kerala,9.9720244,76.2815409
INHS Sanjeevini Naval Base,NA,Ernakulam,Ernakulam,Kerala,9.9468411,76.2826624
"Regional Blood Transfusion Centre, District Hospital",NA,Alwaye,Ernakulam,Kerala,10.1051674,76.3549671
District Hospital Blood Bank,NA,Pynavu,Idukki,Kerala,9.8583987,76.9527836
District Hospital,NA,Kannur,Kannur,Kerala,11.8607699,75.3717581
General Hospital,NA,Thalassery,Kannur,Kerala,11.7475648,75.4873129
"Community Health Centre (T.H.Q) ,General Hospital Blood Bank",NA,Kasaragod,Kasaragod,Kerala,12.5031927,74.9912757
District Hospital Blood Bank,NA,Kanhangad,Kasaragod,Kerala,12.3148509,75.1052018
District Hospital,NA,Kollam,Kollam,Kerala,8.8877988,76.5847394
Govt Hospital,NA,Punalur,Kollam,Kerala,9.0191721,76.9247166
Head Quarters Hospital,NA,Kottakkara,Kollam,Kerala,9.0042848,76.7755801
District Hospital,NA,Kottayam,Kottayam,Kerala,9.5900634,76.5260191
Medical College Hospital Blood Bank,NA,Kottayam,Kottayam,Kerala,9.590075,76.5256733
Government General Hospital,NA,Kozhikode,Kozhikode,Kerala,11.2651883,75.7756796
Government Woman and child Hospital,NA,Kottapparamba,Kozhikode,Kerala,11.2506314,75.782995
Medical College Hospital Blood Bank,NA,Kozhikode,Kozhikode,Kerala,11.272211,75.8371979
District Hospital Blood Bank,NA,Manjeri,Malappuram,Kerala,11.1163243,76.1206174
"Govt Hospital, (Taluk Head Quarters Hospital)",NA,Perinthanmanna,Malappuram,Kerala,10.9742556,76.2319422
Taluk Head Quarters Hospital,NA,Thirur,Malappuram,Kerala,10.9117447,75.9220974
District Hospital,NA,Palakkad,Palakkad,Kerala,10.7683413,76.6579919
General Hospital,NA,Pathananthitta,Pathananthitta,Kerala,9.2661427,76.7816955
General Hospital,NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.4954444,76.9412413
"Medical College Hospital, Blood Bank",NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.5214231,76.9261827
"Regional Cancer Centre, Medical College Campus","Regional Cancer Center, Medical College Campus",Thiruvananthapuram,Thiruvananthapuram,Kerala,8.5208616,76.9247594
Sri ChithiraThirunal Institute of Medical Science & Technology,NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.5216655,76.9264027
Taluk Head Quarter Hospital,NA,Chiryinkil,Thiruvananthapuram,Kerala,8.4862646,76.9408406
"Women & Children Hospital, Thycaud",NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.487383,76.956906
"District Hospital, Round Easr, Thrissur",NA,Thrissur,Thrissur,Kerala,10.5240674,76.2168131
"Medical College Hospital, Mulangunnathukavu,Thrissur",NA,Peringandoor,Thrissur,Kerala,10.6141042,76.1955946
District Hospital,NA,Manathavadi,Wayanad,Kerala,11.8006338,76.0019246
Government T.H.Q. Hospital,NA,Sulthan Bathery,Wayanad,Kerala,11.6625433,76.2574163
Kannur Medical college and Hospital (Prestige edu Trust),NA,Anjarakandy,Kannur,Kerala,11.8758311,75.499217
Centuary Hospital,NA,"Chenganoor,",Alappuzha,Kerala,9.3048957,76.6354511
"K.V.M.Hospital,Cherthala",NA,Alappuzha,Alappuzha,Kerala,9.6670429,76.339428
Sacred Heart Hospital,Green Garden,Cherthala,Alappuzha,Kerala,9.6617877,76.3389238
V S M Hospital Blood Bank,"Building No XIV/368, Thattarambalam","Mavelikkara,",Alappuzha,Kerala,9.2479095,76.5207366
Central Travancore Specialist Ltd.,NA,Cehgannur,Alappuzha,Kerala,9.3183275,76.6110845
Devamatha Hospital,NA,Koothattukulam,Alappuzha,Kerala,9.8660338,76.5950536
IMA Voluntary Donor BB,T.D Road,Ernakulam,Alappuzha,Kerala,9.9706252,76.2830533
Lakeshore Hospital&Research Centre Ltd,NA,Maradu,Alappuzha,Kerala,9.919089,76.319084
Lisie Hospital,Lisie Medical Institution,Ernakulam,Alappuzha,Kerala,9.9881388,76.2877992
Little Flower Hospital,M.G.Road,Angamaly,Alappuzha,Kerala,10.1910111,76.3893681
Lourdes Hospital,"Pachalam,",Pachalam,Alappuzha,Kerala,10.0067421,76.2773679
Malankara Orthodox Syrian Church Medical Mission Hospital,NA,Ernakulam,Alappuzha,Kerala,9.9820731,76.4761
Mar Baselius Medical Mission Hospital,NA,Kothamangalam,Alappuzha,Kerala,10.0645629,76.6223424
"Medical Trust Hospital, M.G.Road",NA,Kakkanad,Alappuzha,Kerala,9.964171,76.28792
Nirmala Medical Center,NA,Moovattupuzha,Alappuzha,Kerala,9.9819371,76.5849423
P.V.S. Memorial Hospital Ltd,NA,Kallor,Alappuzha,Kerala,9.993364,76.291374
Samaritan Hospital,NA,Kizhakkambalam,Alappuzha,Kerala,10.0442859,76.3972404
Sanjoe Hospital,NA,Perumbavoor,Alappuzha,Kerala,10.1149652,76.4814187
St Joseph Hospital,NA,Kothamangalam,Alappuzha,Kerala,10.0649695,76.6267404
Sree Narayana Institute of Medical Sciences,Chalakka,North Kuthyathode,Alappuzha,Kerala,10.1563404,76.2821922
"Amritha Institute of Medical Sciences, Research Centre",NA,Ernakulam,Alappuzha,Kerala,10.0328923,76.293442
Carmel Hospital,Ashokapuram,Alwaye,Alappuzha,Kerala,10.0904883,76.3619146
Sunrise Institute of Medical Sciences( P) Ltd.,"Sea Port Air Port Road,",Kochi,Alappuzha,Kerala,10.02554,76.338871
"Aster Medicity, Aster DM Healthcare Private Limited","IX/475 L, Kuttysahib Road, Near Kothad Bridge, South Chittoor","Cheranalloor,",Alappuzha,Kerala,10.0434923,76.2780195
Alphonsa Hospital,NA,Murikkassery,Alappuzha,Kerala,9.9134661,77.0092152
Holy Family Hospital,Muthalakodam,Thodupuzha,Idduki,Kerala,9.9123074,76.7334338
I.M.A.Blood Bank Society,NA,Thodupuzha,Idduki,Kerala,9.8941133,76.7089462
"M.M.T.Hospital, , (Mundakkayam Medical Trust Hospital)",NA,Mundakayam,Alappuzha,Kerala,9.5353268,76.9089401
Morning Star Medical Centre,NA,Adimali,Alappuzha,Kerala,10.0118522,76.9582442
St Johns Hospital,NA,Kattappana,Alappuzha,Kerala,9.7469722,77.1097935
"Tata Tea Limited, General Hospital",NA,NA,NA,Kerala,10.0885113,77.0565068
Malabar Cancer Centre Society,NA,Moozhikkara,Kannur,Kerala,11.8773122,75.3727482
Sara Memorial Medical laboratory & Blood Bank,Fort Road,NA,NA,Kerala,11.8659288,75.3670947
St.Martin De Porres Hospital,NA,Cherukunnu,Kannur,Kerala,11.9946022,75.3132182
Medical diagnostic Centre,NA,Kanhangad,Kasaragod,Kerala,12.3194505,75.0859067
Bishop Benziger Hospital,Beach Road,Kollam,Kollam,Kerala,8.8813749,76.5930356
Holy Cross Hospital,NA,Kottiyam,Kollam,Kerala,8.8616392,76.6734037
I.M.A.Blood Bank,"Ist Floor,IMA Centre, Ashramam",Kollam,Kollam,Kerala,8.8959396,76.5931861
S.N.Trust Medical Mission Sankar Memorial Hospital,NA,Kollam,Kollam,Kerala,8.8892024,76.5982141
St Joseph Hospital,NA,Anchal.,Kollam,Kerala,8.928999,76.9180329
St Joseph Hospital,Anchal.P.O,Pathanapuram,Kollam,Kerala,8.928999,76.9180329
"Quilon Medical Trust, Kollam",NA,Mylapore,Kollam,Kerala,8.8758389,76.6439536
Upasana Hospital,"Cantonment, North Ward",Kollam,Kollam,Kerala,8.8883153,76.5967253
"Azeezia Medical College, Blood Bank",NA,Meeyannoor,Kollam,Kerala,8.889581,76.7370357
Benziger Hospital Blood Bank,"Bishop Benziger Hospital, Beach Road",Kollam,Kollam,Kerala,8.8813749,76.5930356
Padmavathy Medical Foundation,NA,Manakkara,Kollam,Kerala,9.0531676,76.6335316
Caritas Hospital,NA,Thellakom,Kottayam,Kerala,9.6451947,76.5502024
Carmel Medical Centre,NA,Pala,Kottayam,Kerala,9.7137531,76.6829278
Holy Ghost Mission Hospital,NA,Muttuchira,Kottayam,Kerala,9.7572188,76.4997282
"Indo American Hospital, Brain&Spine Centre",Chemmanakari,Vaikom,Kottayam,Kerala,9.791175,76.377085
Little Lourde Mission Hospital,NA,Kidangoor,Kottayam,Kerala,9.683589,76.61222
Mar Gee Varghese Dionysius Memorial Muthoot Hospital,NA,NA,NA,Kerala,10.8505159,76.2710833
Mar Gregorious Diocese Memorial Muthoot Hospital,NA,Devagiri,Kozhikode,Kerala,11.2656401,75.8366908
Marian Medical Centre,Arunapuram,Palai,Kottayam,Kerala,9.7065051,76.6626091
Mary Queens Mission Hospital,NA,Kanjirappally,Kottayam,Kerala,9.5580678,76.8137857
MUM Hospital Blood Bank,NA,Monippally,Kottayam,Kerala,9.8106451,76.5768471
Rotary Blood Bank,Mangad Building,NA,Kottayam,Kerala,9.593202,76.521811
S.H.Medical Centre,NA,Nagampadam,Kottayam,Kerala,9.5943064,76.5294945
Immaculate Heart of Mary Hospital Blood Bank,"Bharanganam, Palai",Bharanganam,Kottayam,Kerala,9.7034638,76.7203877
St Thomas Hospital,Chettipuzha,Kurisumudu,Kottayam,Kerala,9.4623138,76.5520725
Baby Memorial Hospital,Indira Gandhi Road,Kozhikode,Kozhikode,Kerala,11.2594954,75.7922728
Fathima Hospital,Bank road,Kozhikode,Kozhikode,Kerala,11.2619364,75.7801598
IQRAA Hospital Blood Bank,NA,Malaparamba,Kozhikode,Kerala,11.2862644,75.7973336
K M C T Hospital Blood Bank,NA,Kozhikode,Kozhikode,Kerala,11.326152,75.9709097
Malabar Institute Of Medical Sciences,NA,Kozhikode,Kozhikode,Kerala,11.245785,75.798546
MMC Hospital Blood Bank,Modakkallur,Atholi,Kozhikode,Kerala,11.4334478,75.7750658
National Hospital,NA,Kozhikode,Kozhikode,Kerala,11.2595096,75.7812429
Nirmala Hospital,NA,Marrikunnu,Kozhikode,Kerala,11.2921508,75.8243878
P.V.S.Hospital (P) Ltd,NA,NA,NA,Kerala,11.2435823,75.7823727
St. Joseph Hospital Blood Bank,Agastianmoozhi,Mukkom,Kozhikode,Kerala,11.330995,75.9858629
Santhi Hospital Blood Bank,NA,Omassery,Kozhikode,Kerala,11.3626701,75.9646121
Metro International Caqrdiac Centre,"Building No. 03/1020 A-M, Basement Floor (B1), Thondayad Bypass Road, Guruvayoor Appan College",Calicut,Kozhikode,Kerala,11.254661,75.7919986
Al-Shifa Hospital pvt Ltd.,NA,Perintalmanna,Malappuram,Kerala,10.9847854,76.2239767
Edappal Hospital (P) Ltd,NA,Edappal,Malappuram,Kerala,10.7823799,76.0108476
Korambayil Hospital Blood Bank,NA,Manjeri,Malappuram,Kerala,11.122846,76.125814
Orchid Institute of Health Care & Research Pvt. Ltd,Down Hill,Malappuram,Malappuram,Kerala,11.0515021,76.0697399
"Malabar Institute of Medical Sciences Blood Bank, Malappuram",NA,Kottakkal,Malappuram,Kerala,10.996047,75.9942065
M.E..S Medical College Blood Bank,NA,Perinthalmanna,Malappuram,Kerala,10.9561652,76.1762221
"Almas Hospital Blood Bank, Chankuvatty",NA,Kottakkal,Malappuram,Kerala,10.9996,75.9910416
Sree Valsam Institute of Medical Sciences,"Naduvattam, Kololamba",Edappal,Malappuram,Kerala,10.7653386,76.0073341
Karuna Medical Collage Hospital Blood Bank,"IV/931, Vilayodi, Chittur",Alathur,Palakkad,Kerala,10.6791761,76.7753168
Mother Care Hospital Blood Bank,Vattambalam,Mannarkad,Palakkad,Kerala,10.9834371,76.423226
Palakkad Blood Bank,"5/373, I Floor, Soorya Enclave, Opposite Palat Hospital, Civil Station Road,",Palakkad,Palakkad,Kerala,10.7618157,76.6545371
Valluvanad Hospital Blood Bank,NA,Ottapalam,Palakkad,Kerala,10.7746261,76.3605481
"Archana hospital blood bank, Pandalam",NA,Pandalam,Alappuzha,Kerala,9.2198015,76.6794218
Chithra Hospital,NA,Pandalam,Alappuzha,Kerala,9.2139006,76.6847224
Holy Cross Hospital,Adoor,Adoor,Pathanamthitta,Kerala,9.1616791,76.724261
Knanaya Medical Mission Hospital,NA,Ranni,Pathanamthitta,Kerala,9.3847519,76.7803359
Mar Gregorious Memorial Muthoot Medical Centre,NA,Kozhencherry,Pathanamthitta,Kerala,9.2581857,76.7872801
Menathottam Hospital,"Angadi, Ranni",Ranni,Pathanamthitta,Kerala,9.3819627,76.7742393
Pushpagiri Hospital,NA,Thiruvalla,Pathanamthitta,Kerala,9.3818529,76.5802207
Thiruvalla Medical Mission Hospital,NA,Thiruvalla,Pathanamthitta,Kerala,9.393864,76.5783102
Fellowship Mission Hospital Blood Bank,NA,Kumbanad,Pathanamthitta,Kerala,9.3713559,76.6560167
Lifeline Suoer Speciality Hospital,"Building No XII/804 J, 14th Mile, Melood",Adoor,Pathanamthitta,Kerala,9.1634556,76.7063254
Ananthapuri Hospital and Research Institute Blood Bank,NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.4863805,76.9270122
Cosmopolitan hospitals(pvt) Ltd,NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.5157477,76.935768
Dr.Somervel CSI Mission Hospital,NA,Karakkonam,Thiruvananthapuram,Kerala,8.3906043,77.1686473
"Kerala Institute of Medical Sciences,Anayara, Thiruvananthapuram",NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.5137118,76.9093451
Nims Hospital Blood Bank,Aralumoodu,Neyyattinkara,Thiruvananthapuram,Kerala,8.4122542,77.0663388
P.N.M.Hospital,NA,Kattakkada,Thiruvananthapuram,Kerala,8.50496,77.074982
PRS Hospital Private Limited,Killipalam,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.4809686,76.9591566
Sivagiri SreeNarayana Medical Mission,NA,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.760219,76.7394237
Sree Uthradam Thirunal Hospital,Pattom,Thiruvananthapuram,Thiruvananthapuram,Kerala,8.516323,76.94036
Superior Blood Bank,"Gandhari Amman Koil Street,",Thiruvananthapuram,Thiruvananthapuram,Kerala,8.4935647,76.9494083
S U T Royal Hospital,Kochullur,Trivandrum,Thiruvananthapuram,Kerala,8.5295313,76.9290151
Amala Cancer Hospital& Research Centre,NA,Amalanagar,Thrissur,Kerala,10.5600471,76.168866
Aswini Hospital Pvt Ltd,Karunakaran Nambiar Road,Thrissur,Thrissur,Kerala,10.534769,76.214143
Bishop Alappat Mission Hospital,NA,Thrissur,Thrissur,Kerala,10.3951679,76.1646448
Elite Mission Hospital,NA,Koorkencherry,Thrissur,Kerala,10.50237,76.21108
I.M.A Blood Bank Complex and Research Centre,NA,Ramavarmapuram,Thrissur,Kerala,10.5597508,76.2267863
Jubilee Mission Hospital,NA,Thrissur,Thrissur,Kerala,10.5208483,76.226095
Malankara Orthodox Syrian Church Medical Mission Hospital,NA,Thrissur,Thrissur,Kerala,10.5192638,76.2144586
Maria Theresa Hospital,NA,Kuzhikkattusery,Thrissur,Kerala,10.2892401,76.2772953
"Mary Immaculate Mission Hospital,",NA,Engandiyur,Thrissur,Kerala,10.5085088,76.0576854
Mother Hospital,NA,Pullazhi,Thrissur,Kerala,10.519494,76.1852598
Royal Hospital,F,Kunnamkulam,Thrissur,Kerala,10.6458845,76.0673858
Sacred Heart Mission Hospital,NA,Pullur,Thrissur,Kerala,10.3450995,76.2345456
St Josephs Hospital,NA,Choondal,Thrissur,Kerala,10.6170431,76.0949162
Thrichur Heart Hospital Ltd,NA,Thrissur,Thrissur,Kerala,10.512612,76.214572
Thrissur Metropolital Health Care ( P) Ltd,NA,NA,NA,Kerala,10.5104051,76.2103405
Unity Hospital (P) Ltd,NA,Kunnamkulam,Thrissur,Kerala,10.6354586,76.0817737
West Fort Hitech Hospital,NA,Punkunnam,Thrissur,Kerala,10.5362878,76.1971161
"West Fort Hospital, Thrissur",NA,Thrissur,Thrissur,Kerala,10.524218,76.201819
St James Hospital,NA,Chalakkudy,Thrissur,Kerala,10.3151438,76.335548
Sree Gokulam Medical College & Research Foundation,NA,Venjaramoodu,Thiruvananthapuram,Kerala,8.6927545,76.9146744
Century Hospital,NA,Mulakuzha,Allapuzha,Kerala,9.3048957,76.6354511
Immaculate Heart Of Mary Hospital,NA,"Bharananganam,",Kottayam,Kerala,9.7034591,76.7203959
Velankanni Matha Hospital Pvt. Ltd.,Building No X/387 N,Thellakam,Kottayam,Kerala,9.6484321,76.5496066
D M Wayanad Institute of Meddical Sciences,Naseera Nagar,Meppadi,Wayanad,Kerala,11.5603633,76.1615446
"The Managing Partner, M/S Leo Hospital","No 881 (3),",Kalpetta,Wayanad,Kerala,11.6046806,76.0853189
Taluk Head Quarter HospitalBlood Bank,NA,Alwaye,Ernakulam,Kerala,9.0191882,76.9246649
General Hospital,NA,Pathanamthitta,Pathanamthitta,Kerala,9.2661427,76.7816955
Woman and Child Hospital,Beach bazar,Alappuzha,Alappuzha,Kerala,9.4896983,76.3203918
Co-Operative Medical College,HMT Colony,Kalamassery,Ernakulam,Kerala,10.052382,76.3555876
Taluk Head Quarters Hospital,NA,Kottakkara,Kollam,Kerala,9.0042848,76.7755801
Indira Gandhi Hospital Blood Bank,NA,Kavaratti island,Kavaratti island,Lakshdweep,10.5611628,72.6377016
Gandhi Medical College Blood Bank,Gandhi Medical College and Hamidia Hospital,Bhopal,Bhopal,Madhya Pradesh,23.2587151,77.3939931
Medical College Blood Bank,MGM Medical College and M Y Hospital,Indore,Indore,Madhya Pradesh,22.714332,75.8828785
Medical College,G R Medical College,Gwalior,Gwalior,Madhya Pradesh,26.1905418,78.1590802
Medical College,S S Medical College,Rewa,Rewa,Madhya Pradesh,24.5317119,81.2996972
Medical College,District Hospital,Ujjain,Ujjain,Madhya Pradesh,23.232615,75.811555
District Hospital,"J P Hospital, 1250, Hospital Campus, Tulsi Nagar",Bhopal,Bhopal,Madhya Pradesh,23.2298616,77.4175396
District Hospital,District Hospital,Balaghat,Balaghat,Madhya Pradesh,21.8183513,80.1827986
District Hospital,District Hospital,Barwani,Barwani,Madhya Pradesh,22.0344455,74.8998075
District Hospital,District Hospital,Betul,Betul,Madhya Pradesh,21.9034796,77.8982179
District Hospital,District Hospital,Chhindwara,Chhindwara,Madhya Pradesh,22.0526399,78.9372182
District Hospital,District Hospital,Chhatarpur,Chhatarpur,Madhya Pradesh,24.9072081,79.5843719
District Hospital,"Bhoj District Hospital, Mandu Road",Dhar,Dhar,Madhya Pradesh,22.5942558,75.3089897
District Hospital,M G Government District Hospital,Dewas,Dewas,Madhya Pradesh,22.9622067,76.0480753
District Hospital,District Hospital,Damoh,Damoh,Madhya Pradesh,23.8331451,79.44076
District Hospital,District Hospital,Guna,Guna,Madhya Pradesh,24.6490927,77.3049797
District Hospital,District Hospital,Hoshangabad,Hoshangabad,Madhya Pradesh,22.7577921,77.7187765
Rani Durgawati Hospital,Rani Durgawati Hosp,Jabalpur,Jabalpur,Madhya Pradesh,23.1579686,79.9192303
District Hospital,District Hospital,Jhabua,Jhabua,Madhya Pradesh,22.7749669,74.5941173
District Hospital,District Hospital,Khandwa,Khandwa(East Nimar),Madhya Pradesh,21.8242673,76.3435271
District Hospital,"District Hospital, Sanawad Road",Khargone,Khargone (West Nimar),Madhya Pradesh,21.8319324,75.6286114
District Hospital,District Hospital,Mandla,Mandla,Madhya Pradesh,22.5962799,80.3703887
District Hospital,District Hospital,Mandsaur,Mandsaur,Madhya Pradesh,24.0731,75.0688
District Hospital,District Hospital,Morena,Morena,Madhya Pradesh,26.4966382,77.9984849
District Hospital,Shankar Lal Dubey District Hospital,Narsinghpur,Narsinghpur,Madhya Pradesh,22.9415489,79.2255392
District Hospital,District Hospital,Panna,Panna,Madhya Pradesh,24.7120769,80.1812187
District Hospital,District Hospital,Ratlam,Ratlam,Madhya Pradesh,23.3273958,75.0388455
District Hospital,District Hospital,Raisen,Raisen,Madhya Pradesh,23.3334933,77.7804309
District Hospital,District Hospital campus,Rajgarh,Rajgarh,Madhya Pradesh,24.0070199,76.7292392
District Hospital,"New District Hospital, (Tilli Hospital)",Sagar,Sagar,Madhya Pradesh,23.8226576,78.7550595
District Hospital,"District Hospital, Blood Bank",Satna,Satna,Madhya Pradesh,24.5683945,80.8320855
District Hospital,Smt Indira Gandhi District Hospital,Seoni,Seoni,Madhya Pradesh,22.0949946,79.5517032
District Hospital,"Shri Kushabhau Thakre, District Hospital",Shahdol,Shahdol,Madhya Pradesh,23.3080183,81.3530426
District Hospital,District Hospital,Shajapur,Shajapur,Madhya Pradesh,23.4211483,76.2747887
District Hospital,District Hospital,Sehore,Sehore,Madhya Pradesh,23.198387,77.0812717
District Hospital,District Hospital,Shivpuri,Shivpuri,Madhya Pradesh,25.4248271,77.6513028
District Hospital,"Rajendra Hospital (District Hospital), Blood Bank",Tikamgarh,Tikamgarh,Madhya Pradesh,24.7573049,78.8340266
District Hospital,District Hospital,Vidisha,Vidisha,Madhya Pradesh,23.5201887,77.8083535
District Hospital,Government District Hospital,Katni,Katni,Madhya Pradesh,23.8325023,80.3924443
District Hospital,"District Hospital, Blood Bank",Sidhi,Sidhi,Madhya Pradesh,24.4127244,81.8807676
District Hospital,District Hospital,Bhind,Bhind,Madhya Pradesh,26.5660079,78.7826842
District Hospital,District Hospital,Datia,Datia,Madhya Pradesh,25.6872383,78.4422165
District Hospital,District Hospital,Alirajpur,Alirajpur,Madhya Pradesh,22.3116756,74.3554054
District Hospital,District Hospital,Umaria,Umaria,Madhya Pradesh,23.5254929,80.8343714
District Hospital,District Hospital,Sheopur,Sheopur,Madhya Pradesh,25.6760663,76.7116456
Rani Durgawati Hospital,Elgin,Jabalpur,Jabalpur,Madhya Pradesh,23.1579686,79.9192303
District Hospital,District Hospital,Harda,Harda,Madhya Pradesh,22.3406339,77.0930439
District Hospital,District Hospital,Burhanpur,Burhanpur,Madhya Pradesh,21.308409,76.2094324
District Hospital,District Hospital Blood Bank,Dindori,Dindori,Madhya Pradesh,22.9460341,81.0752821
CH Itars,"Janseva Rugnalaya Civil Hospital, Itarsi",Hoshangabad,Hoshangabad,Madhya Pradesh,22.6054858,77.753544
Civil Hospital Bhanpura,District Mandsaur,Mandsaur,Mandsaur,Madhya Pradesh,24.0692408,75.0718261
IGH Gas Rahat,Indira Gandhi Mahila Evam Bal Chikitsalaya Gas Rahat,Bhopal,Bhopal,Madhya Pradesh,23.2430842,77.4053322
